Date,Factor_Q1,Factor_Q2,Factor_Q3,Factor_Q4,Factor_Q5,Log_Return_Q1,Log_Return_Q2,Log_Return_Q3,Log_Return_Q4,Log_Return_Q5,FM_Return,Factor
2005-02-01,-0.23880391896469103,-0.16779246387779528,-0.12168195907914112,-0.08239057404711904,-0.018198806380519524,0.03164248803801075,0.010321344189204343,-4.204868523058255e-05,0.026989764457480688,0.03790065664485183,-0.006258168606841079,SUV_Std_err_last_resid_8_cum_5_weeks
2005-03-01,-0.23880391896469103,-0.16779246387779528,-0.12168195907914112,-0.08239057404711904,-0.018198806380519524,-0.03978269834709731,-0.0348191013255662,-0.03488762029439189,-0.023539680581689787,-0.018476637383648648,-0.02130606096344866,SUV_Std_err_last_resid_8_cum_5_weeks
2005-04-01,-3.9828440925269697,-1.1548898502118679,0.05772678640725776,1.4472557401904942,3.8290726047680286,-0.007111237739077351,-0.013161518476926875,-0.015169750724736293,-0.03578206145349708,-0.013124889017066372,0.006013651277989021,SUV_Std_err_last_resid_8_cum_5_weeks
2005-04-29,-1.7729630740960314,-0.29446886175491443,0.9022128657054476,2.288168130157973,3.7908238810078894,0.060333869627050514,0.07381622266864965,0.03420913385745805,0.08680860207282493,0.041301588711557216,0.019032280915493298,SUV_Std_err_last_resid_8_cum_5_weeks
2005-06-01,-0.23880391896469103,-0.16779246387779528,-0.12168195907914112,-0.08239057404711904,-0.018198806380519524,-0.018142550726324227,-0.003745317337163883,-0.006285523063939724,-0.007655154848975576,-0.009063631922475111,-0.009078918803849116,SUV_Std_err_last_resid_8_cum_5_weeks
2005-07-01,-3.8348964532656242,-2.1114784237394635,-1.0284646312357697,0.36035531892722406,2.435320381773463,0.07027193398793627,0.050662757650581994,0.07098841043241519,0.04733518408034137,0.008270502131879472,0.0620014318560568,SUV_Std_err_last_resid_8_cum_5_weeks
2005-08-01,-0.23880391896469103,-0.16779246387779528,-0.12168195907914112,-0.08239057404711904,-0.018198806380519524,-0.011793844884307462,-0.01641620518857329,-0.04049399315532513,-0.008536701859082929,-0.009540622938764566,-0.0022532219455428954,SUV_Std_err_last_resid_8_cum_5_weeks
2005-09-01,-0.23880391896469103,-0.16779246387779528,-0.12168195907914112,-0.08239057404711904,-0.018198806380519524,0.04357710375048105,0.024183564458556985,-0.0031684581932309775,0.022739177143110207,0.02506937767275262,0.01850772607772843,SUV_Std_err_last_resid_8_cum_5_weeks
2005-09-30,-2.2992286878323918,0.1956337489756164,1.3579328374689077,2.5811771067008142,4.119459755757322,0.009182163360134795,-0.009640034311106122,0.0014644502872125293,-0.030014958869285107,-0.027071987510874043,0.03625415087100884,SUV_Std_err_last_resid_8_cum_5_weeks
2005-11-01,-0.23880391896469103,-0.16779246387779528,-0.12168195907914112,-0.08239057404711904,-0.018198806380519524,0.0991186395130561,0.044915973983479615,0.04915960072308128,0.0682895033748989,0.061623881077028354,0.03749475843602775,SUV_Std_err_last_resid_8_cum_5_weeks
2005-12-01,-0.23880391896469103,-0.16779246387779528,-0.12168195907914112,-0.08239057404711904,-0.018198806380519524,-0.017291151753897744,-0.014850128030698224,-0.0141079097928958,0.009781686824794895,-0.016142847850370488,-0.0011483039035272563,SUV_Std_err_last_resid_8_cum_5_weeks
